1$2$252$4$25
1$3$137$162$27
1$3$356$39$28
1$2$219$6.25$31
1$2$300$0.106$32
1$3$218$0.7$33
1$3$317$0.7$34
1$3$170$8.3$36
1$3$172$6.9$38
1$3$318$6.9$40
1$2$259$0$42
1$2$168$1.5$44
1$2$141$0.6$45
1$3$140$0.8$46
1$2$19$0$47
1$2$33$0.4$48
1$2$265$10$49
1$3$268$90$50
1$3$12$3.33$51
1$2$225$0$52
1$2$303$40$53
1$3$126$0$54
1$2$128$0$55
1$3$135$0.414$59
1$2$276$0.414$60
1$2$164$20$68
1$2$37$0.015$69
1$2$39$0.011$72
1$3$203$0.567$73
1$2$294$0.434$74
1$2$40$0.045$76
1$2$210$0.129$80
1$2$42$0.701$81
1$2$143$117$82
1$2$145$15$83
1$2$38$0$84
1$3$47$66.8$85
1$2$175$64.8$86
1$2$177$2.05$87
1$2$201$0.508$91
1$2$165$179$92
1$2$108$18.5$93
1$2$184$12.5$94
1$2$214$23.8$95
1$2$162$0.255$96
1$2$166$0.038$99
1$2$274$0.104$100
1$2$163$0.05$101
1$2$187$0.342$102
1$2$117$0.069$103
1$2$230$0.18$104
1$2$190$0$105
1$2$204$3.52$107
1$2$174$0.002$114
1$2$32$0.303$115
1$2$107$0.591$117
1$2$43$0.314$118
1$2$41$0.03$148
1$2$158$0.01$163
1$2$263$0$164
1$2$232$0.003$170
1$2$146$3.16$176
1$2$149$2.85$178
1$3$191$6.01$181
1$2$228$0.056$184
1$3$18$0.056$185
1$3$245$6.07$190
1$2$237$0$192
1$3$244$0$200
1$2$243$0$201
1$2$8$0.22$210
1$2$9$0.28$211
1$2$10$0.63$212
1$2$112$0.59$213
1$2$181$0.39$214
1$2$58$0.05$238
1$2$67$0.083$252
1$2$71$0.182$263
1$2$74$0.166$266
1$2$86$0$275
1$3$248$0.05$288
1$3$247$0.083$289
1$3$251$0.348$290
1$3$261$0$291
1$3$340$0.481$292
1$3$249$0.166$293
1$3$250$0.182$294
1$2$115$0$297
1$2$161$24$311
1$2$180$39$313
1$2$183$35$314
1$2$189$10$316
1$2$124$4$317
1$2$211$22$318
1$2$264$11$319
1$2$258$22$320
1$2$262$8$321
1$2$266$29$322
1$2$31$40$323
1$2$159$12$324
1$2$17$31$325
1$2$34$96$326
1$2$150$90$327
1$2$153$25$328
1$2$216$23$329
1$2$231$30$330
2$2$252$10$25
2$3$137$233$27
2$3$356$56$28
2$2$219$6.25$31
2$2$300$0.043$32
2$3$218$0.3$33
2$3$317$0.3$34
2$3$170$14.3$36
2$3$172$12.1$38
2$3$318$12.1$40
2$2$259$0$42
2$2$168$2.2$44
2$2$141$0.2$45
2$3$140$0.8$46
2$2$19$0$47
2$2$33$0.3$48
2$2$265$15.1$49
2$3$268$84.9$50
2$3$12$2.08$51
2$2$225$0$52
2$2$303$25$53
2$3$126$0$54
2$2$128$0$55
2$3$135$0.254$59
2$2$276$0.254$60
2$2$164$3$68
2$2$37$0.013$69
2$2$39$0.008$72
2$3$203$0.173$73
2$2$294$0.123$74
2$2$40$0.046$76
2$2$210$0.072$80
2$2$42$0.996$81
2$2$143$9$82
2$2$145$3$83
2$2$38$0$84
2$3$47$8.26$85
2$2$175$7.76$86
2$2$177$0.503$87
2$2$201$0.601$91
2$2$165$118$92
2$2$108$4.13$93
2$2$184$4.49$94
2$2$214$9.52$95
2$2$162$0.121$96
2$2$166$0.031$99
2$2$274$0.024$100
2$2$163$0.098$101
2$2$187$0.06$102
2$2$117$0.111$103
2$2$230$0.005$104
2$2$190$0$105
2$2$204$0.516$107
2$2$174$0.001$114
2$2$32$0.028$115
2$2$107$0.025$117
2$2$43$0.149$118
2$2$41$0.03$148
2$2$158$0.01$163
2$2$263$0$164
2$2$239$0.222$168
2$2$238$9.86$169
2$2$232$0.003$170
2$2$146$6.05$176
2$2$149$1.76$178
2$3$191$7.8$181
2$2$179$0$182
2$2$185$0$183
2$2$228$3.09$184
2$3$18$3.09$185
2$3$245$10.9$190
2$2$237$0.436$192
2$3$244$0.436$200
2$2$243$0$201
2$2$8$0.12$210
2$2$9$0.25$211
2$2$10$0.49$212
2$2$112$0.76$213
2$2$181$0$214
2$2$58$0.038$238
2$2$65$0.007$240
2$2$67$0.007$252
2$2$71$0.103$263
2$2$74$0.028$266
2$2$86$0$275
2$3$248$0.045$288
2$3$247$0.007$289
2$3$251$0.131$290
2$3$261$0$291
2$3$340$0.183$292
2$3$249$0.028$293
2$3$250$0.103$294
2$2$115$0$297
2$2$161$9$311
2$2$180$14$313
2$2$183$13$314
